ts	phase	decision	why	evidence	result
2026-09-08T17:38:06Z	server	package.json: retain Kata CLI name/version and sandbox dependencies; incorporate upstream yauzl dependency.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-server-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:06Z	server	migrate-dev-db.ts, t3-sqlite-state.ts: retain Kata home diagnostic annotations and upstream script edits.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-server-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:06Z	server	bin.ts/bin.test.ts: use upstream Command.unlisted and launcher-child layers/HostProcessEnvironment; keep Kata descriptions and desiredLinkMode status assertion/import.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-server-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:06Z	server	connect.ts/connect.test.ts: preserve Kata CLI label, headless authorization/relay readiness formatting and tests, discriminated desiredLinkMode state; take upstream host-platform-aware launchd/service messaging. Keep formatter exports required by retained tests. Operator commands remain katacode.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-server-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:06Z	server	invocation.ts/invocation.test.ts: take upstream private helper/function-level tests; retain @kata-sh/code-cli suggestions and direct katacode command. Upstream t3 filesystem fixtures remain valid generic runner-cache fixtures; retained Kata fixtures also exercise scoped package paths.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-server-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:06Z	server	service.ts/service.test.ts: take installed-version reporting, exact-version repair commands, downgrade guard, problem details, and macOS support; all install specs and visible product copy identify Kata.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-server-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:06Z	server	CliTokenManager.test.ts: retain branded loopback/headless fallback assertion, use upstream Schema.TaggedError API.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-server-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:06Z	server	bootService.test.ts: combine upstream command/state/timeout harness and HostProcessUserId with Kata runBytes mock required by extended ProcessRunner.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-server-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:06Z	server	cloud/http.ts: use upstream error constructor/helper and launchctl shutdown semantics, keep operator command branded.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-server-resolved/decisions.md	Integrated; combined verification pending
2026-09-08T17:38:06Z	server	pinnedRuntime.ts: take shared installArgs and launch-agent support; retain exact scoped Kata install package.	Preserve Kata behavior while integrating the fixed upstream tip	12391bd0d38eef6655b7a9f8945d0cb5febadc2b; /tmp/kat-3297-server-resolved/decisions.md	Integrated; combined verification pending
